SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,Li,Rb,Cs,Be,Ta,Nb,Sn,W,Ba,Sr,Y,Zr,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Source_Sheet,Li_Class,Li_Label,Total_Majors,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest,ilr_Al2O3_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_MgO_vs_rest,ilr_CaO_vs_rest,ilr_Na2O_vs_rest,ilr_K2O_vs_rest,ilr_P2O5_vs_rest,ilr_MnO_vs_rest,Rb_Sr,Ta_Nb,Rb_Cs,La_Yb,Ce_Yb,Sn_W
73.24,0.01,14.77,1.09,0.9807820000000002,0.23,0.88,3.38,4.38,0.11,0.37,0.33,,221.0,,,0.522,5.0,,,155.0,66.0,29.0,30.0,1.263,7.0,6.507,6.712,16.5,,6.441,2.025,0.426,1.851,0.31,,,,,12.79,2.694,"Inger, S., et al 1993",,,99.770782,4.551237083963253,-4.347627115002461,2.8860405800319526,0.46216515187218227,0.4111733032103707,-1.0916895769969583,0.17821039251487994,1.7228107557940466,2.5234063417832657,-0.9437210077423797,0.08090033515571732,3.3484848484848486,0.1044,,0.5247849882720876,1.2900703674745897,
74.1,0.08,14.94,1.07,0.9627860000000001,0.31,0.65,3.73,5.2,0.15,0.1,0.41,,269.0,,,0.276,7.0,,,164.0,58.0,21.0,38.0,1.573,8.0,7.815,8.354,17.91,,7.622,2.652,0.384,2.155,0.388,,,,,5.201,1.067,"Inger, S., et al 1993",,,101.702786,4.428511633669122,-2.313373019685619,2.9551323793826008,0.5076314322922851,0.4627272193663922,-0.6897481079751865,-0.005053332597389771,1.9472300470793822,2.8975128876312457,-0.24497214542818735,-0.9977184572764112,4.637931034482759,0.03942857142857143,,1.6062295712363006,3.443568544510671,
73.36,0.05,15.3,0.69,0.620862,0.29,0.79,3.53,5.05,0.1,0.02,0.39,,244.0,,,0.342,5.0,,,,64.0,18.0,36.0,1.353,6.0,6.053,8.769,18.0,,8.788,2.481,0.424,1.867,0.412,,,,,1.202,0.207,"Inger, S., et al 1993",,,100.19086199999998,4.710009031246732,-2.4874254513133476,3.283236129329916,0.38387226807813224,0.3223975175195981,-0.4499475313303082,0.5654174388122777,2.3662115788193177,3.4682531585219323,0.10143392517994063,-2.10040021153895,3.8125,0.0684,,7.295341098169717,14.975041597337771,
73.52,0.02,16.99,0.01,0.48,0.1,0.69,4.11,2.16,0.01,0.08,,,103.0,,,2.3,8.53,,,32.3,38.5,15.3,39.9,4.23,3.07,1.96,4.64,9.83,1.29,4.23,2.87,0.16,4.02,0.75,3.86,0.48,0.97,0.12,0.71,0.08,"Zeng LS et al., 2014",,,98.16999999999999,7.627542996490363,-0.25472593579753516,6.8278730521555016,-0.2551789082363316,3.849142274747656,2.7503078203836795,5.370083793573133,8.572099379261312,10.323696758864758,8.016567308100575,16.825876310331505,2.675324675324675,0.2696365767878077,,6.535211267605634,13.845070422535212,
75.46,0.02,14.82,0.21,0.26,0.08,0.88,5.03,2.73,0.01,0.01,,,107.0,,,0.34,2.96,,,127.0,45.1,1.71,27.9,1.54,4.18,1.09,3.57,6.38,0.79,2.52,0.81,0.11,0.9,0.24,1.88,0.45,1.66,0.35,3.06,0.43,"Zeng LS et al., 2014",,,99.51,7.594023594637522,-0.31876107529736575,6.613040623740304,2.8787711921595864,3.4925400268201807,2.759744948584836,5.892136922260152,9.165380979662324,11.12679724876525,8.865495762610905,15.355489095128682,2.3725055432372506,0.11486486486486487,,1.1666666666666665,2.084967320261438,
74.87,0.03,15.01,0.04,0.34,0.12,0.89,5.04,2.51,0.03,0.06,,,130.0,,,1.23,6.17,,,173.0,55.7,4.55,37.2,2.27,3.58,1.59,7.71,14.9,1.75,6.48,1.63,0.12,1.67,0.17,1.13,0.18,0.5,0.07,0.47,0.07,"Zeng LS et al., 2014",,,98.94000000000001,7.390379934341405,-0.108353574828,6.431685228878131,0.9036814428106976,3.312505403423574,2.7000530206984767,5.389721751324089,8.539637813954666,10.21965632878657,9.031026199838813,16.62245436607505,2.333931777378815,0.1993517017828201,,16.404255319148938,31.702127659574472,
75.25,0.03,14.39,0.01,0.27,0.1,0.98,5.45,2.42,0.02,0.01,,,104.0,,,0.51,2.48,,,365.0,106.0,1.26,12.0,0.76,1.73,1.59,3.75,7.95,0.86,3.17,0.78,0.13,0.74,0.09,0.44,0.06,0.14,0.02,0.1,0.01,"Zeng LS et al., 2014",,,98.93,7.734723881890424,0.26354659200011,6.7983714154843815,-0.11199619222184568,3.3964060704797667,2.8489973866186284,5.871203803190598,9.109069942651892,10.8223173273231,9.431448065617797,15.355489095128682,0.9811320754716981,0.2056451612903226,,37.5,79.5,
73.86,0.02,14.94,0.15,0.23,0.08,1.01,4.98,3.72,0.02,0.01,,,126.0,,,0.73,3.3,,,362.0,90.2,1.5,19.4,1.14,2.13,0.84,3.87,7.3,0.87,3.27,0.82,0.14,0.75,0.09,0.45,0.08,0.18,0.02,0.13,0.02,"Zeng LS et al., 2014",,,99.02,7.514374606316368,-0.38353482804025396,6.549931338173425,2.4427764081745416,3.226804966387913,2.585326174321304,5.836696329099092,8.932264271574997,11.194670256784748,9.431448065617795,15.355489095128682,1.3968957871396894,0.22121212121212122,,29.76923076923077,56.15384615384615,
74.92,0.01,15.08,0.25,0.27,0.17,0.21,4.3,3.21,0.06,0.01,,,241.0,,,1.01,5.28,,,73.9,34.9,2.72,23.6,1.41,2.53,3.93,4.53,9.61,1.02,3.57,1.05,0.2,0.99,0.15,0.68,0.11,0.26,0.03,0.2,0.03,Zeng-2014-GSL,,,98.49000000000001,7.530205007362909,-1.1081173568796139,6.489348207681674,2.906961831602497,3.378459703950386,3.401418724589133,4.256090424494652,8.588263318483824,10.749830395458622,10.328461243080492,15.355489095128682,6.9054441260744985,0.19128787878787878,,22.65,48.05,
73.9,0.01,14.94,0.3,0.25,0.22,1.04,4.38,2.4,0.06,0.03,,,212.0,,,1.03,5.57,,,27.5,78.6,4.03,23.3,1.4,2.43,4.09,4.23,9.3,0.98,3.52,1.21,0.25,1.28,0.2,0.98,0.15,0.38,0.04,0.27,0.04,Zeng-2014-GSL,,,97.53000000000002,7.275114809880517,-1.3731775438642921,6.18648143130568,2.771620666689829,2.947812491216077,3.2657648484218194,5.5657130460630855,8.4241190953405,10.180846252667013,9.879954654349143,16.132325294340777,2.697201017811705,0.18491921005385997,,15.666666666666668,34.44444444444444,
74.36,0.01,15.09,0.0,0.38,0.17,0.75,4.47,2.3,0.05,0.02,,,196.0,,,1.03,5.01,,,27.0,40.8,2.98,21.8,1.34,1.97,3.66,3.26,8.12,0.79,2.79,0.91,0.18,0.96,0.16,0.73,0.11,0.27,0.03,0.23,0.03,Zeng-2014-GSL,,,97.6,9.53389730209101,1.094686492950533,8.925338261932662,-20.817588641970385,3.4991337918490344,3.1716297327746807,5.378664453869242,8.583261174971096,10.31366794000872,9.896620163825363,15.845618166862955,4.803921568627452,0.20558882235528944,,14.17391304347826,35.30434782608695,
74.81,0.01,15.52,0.25,0.23,0.13,0.22,4.82,2.27,0.05,0.01,,,202.0,,,1.03,5.39,,,29.6,47.0,2.15,25.0,1.47,3.3,3.24,5.82,12.8,1.25,4.21,1.11,0.18,0.99,0.13,0.61,0.1,0.22,0.02,0.14,0.02,Zeng-2014-GSL,,,98.32000000000001,7.595642347295569,-1.0348933154082658,6.600616293655261,3.000858585637485,3.313515112256234,3.209858803293656,4.374262266494776,8.808616253593692,10.502391995728594,10.179596315328807,15.355489095128682,4.297872340425532,0.19109461966604827,,41.57142857142857,91.42857142857143,
74.93,0.02,14.89,0.29,0.23,0.17,0.94,4.2,2.35,0.05,0.02,,,196.0,,,1.02,5.53,,,20.0,62.0,4.32,22.5,1.37,2.52,3.14,4.19,8.68,0.95,3.46,1.17,0.24,1.29,0.2,1.02,0.15,0.35,0.04,0.29,0.04,Zeng-2014-GSL,,,98.08999999999999,7.326421978880923,-0.6045115650578775,6.3020986942175865,2.8684823567925704,3.00474691796305,3.1430822257491413,5.592245400235985,8.522725953929141,10.332292860069074,9.896620163825364,15.845618166862957,3.161290322580645,0.1844484629294756,,14.448275862068968,29.931034482758623,
74.47,0.03,14.99,0.34,0.27,0.09,0.34,4.71,3.65,0.06,0.01,,,275.0,,,0.97,5.88,,,49.3,44.4,3.21,24.0,1.47,1.9,3.85,3.43,8.0,0.77,2.69,0.89,0.19,1.04,0.11,0.9,0.13,0.33,0.04,0.29,0.04,Zeng-2014-GSL,,,98.96000000000001,7.396882493140298,-0.09561199711155552,6.444366116106261,3.189156264105276,3.369723142956703,2.704384232204059,4.6558660570076045,8.640997697142216,10.861076754304852,10.328461243080492,15.355489095128682,6.193693693693694,0.1649659863945578,,11.827586206896553,27.586206896551726,
74.47,0.04,14.97,0.06,0.38,0.14,1.07,4.33,2.28,0.06,0.02,,,160.0,,,1.01,5.61,,,15.4,27.2,2.38,22.8,1.45,1.29,4.06,2.01,4.9,0.5,1.76,0.61,0.12,0.71,0.06,0.63,0.1,0.26,0.03,0.21,0.03,Zeng-2014-GSL,,,97.82000000000001,7.342894801882437,0.1469709532766839,6.40790079472511,1.3099806439213766,3.4586501658268314,2.915170803906599,5.67716167148629,8.515984297367865,10.253472651340223,10.045485091577047,15.845618166862955,5.882352941176471,0.1800356506238859,,9.571428571428571,23.333333333333336,
66.61,0.58,16.85,2.66,2.3934680000000004,0.92,3.36,4.55,3.11,0.18,0.03,0.67,,94.0,,,,6.0,,,2163.0,1235.0,6.0,214.0,,50.0,4.0,63.79,112.96,13.58,47.06,6.36,1.44,5.45,,2.13,,1.17,,0.43,0.12,Richard J. Phillips et al 2013,,,101.91346800000001,3.8210248704122542,-0.7893876315834739,2.6786189920505037,1.0367823766761919,1.0627279928755866,0.19439958546021271,1.6489714872927084,2.3585419146029336,2.6054957600380737,0.19491349540854752,-2.196330464764286,0.07611336032388664,,,148.34883720930233,262.69767441860466,
70.22,0.33,15.93,1.51,1.3586980000000002,0.41,1.93,4.74,4.28,0.08,0.03,0.13,,215.0,,,,8.0,,,1833.0,858.0,5.0,165.0,,58.0,7.0,41.27,75.42,9.42,47.76,5.01,0.95,4.48,,1.85,,1.16,,0.38,0.13,Richard J. Phillips et al 2013,,,100.948698,4.324644471483733,-0.8845149984366415,3.108708246265529,0.9766259118693782,0.9945169733191692,-0.14575363183369688,1.5245158566176655,2.8717156706811773,3.5894923938140413,0.20221412997926122,-1.0368568848490378,0.2505827505827506,,,108.60526315789474,198.47368421052633,
70.75,0.35,15.62,1.43,1.286714,0.54,2.18,4.55,3.93,0.11,0.03,0.31,,160.0,,,,6.0,,,2126.0,1199.0,5.0,149.0,,51.0,5.0,37.84,66.35,7.98,28.42,3.93,0.87,3.36,,1.47,,0.75,,0.38,0.1,Richard J. Phillips et al 2013,,,101.086714,4.210963926107004,-0.9552197368523839,2.9478028786839334,0.759835058368678,0.7486992512293319,-0.07332380699817581,1.441947827226216,2.5886702494007694,3.1728093718807053,0.1074472972254372,-1.6513594395871896,0.13344453711426188,,,99.57894736842105,174.6052631578947,
71.87,0.18,15.19,1.07,0.9627860000000001,0.23,1.93,4.67,3.48,0.06,0.03,1.19,,146.0,,,,6.0,,,870.0,448.0,7.0,98.0,,16.0,5.0,29.565,52.662,5.699,15.544,2.449,0.818,2.415,,1.167,,0.575,,0.446,0.074,Richard J. Phillips et al 2013,,,100.86278600000001,4.365680889758841,-1.4996418318465892,3.017443364139829,0.5596954303650867,0.5217622441494107,-0.9439896095957078,1.2132828683088672,2.4739004831740323,2.8541634417160577,-0.9366101042402307,-2.6025144308950097,0.32589285714285715,,,66.28923766816143,118.0762331838565,
72.48,0.25,14.97,1.43,1.286714,0.39,1.78,4.24,3.64,0.09,0.04,0.35,,198.0,,,,25.0,,,585.0,390.0,14.0,92.0,,16.0,4.0,27.17,46.33,7.01,22.51,3.79,0.65,4.11,,2.18,,1.16,,1.07,0.21,Richard J. Phillips et al 2013,,,100.94671400000001,4.307724725424387,-1.227455906324485,2.956704255280608,0.8148693425948914,0.8111022639343344,-0.3527633804096004,1.2457335078046057,2.496103219059362,3.046271667335331,-0.2233907161885605,-1.5337525802890637,0.5076923076923077,,,25.39252336448598,43.299065420560744,
72.55,0.22,14.68,1.39,1.250722,0.33,1.96,4.51,3.05,0.07,0.05,0.86,,137.0,,,,11.0,,,720.0,391.0,9.0,106.0,,17.0,5.0,28.22,47.68,7.19,19.75,3.57,0.64,3.91,,1.77,,1.03,,0.68,0.16,Richard J. Phillips et al 2013,,,100.920722,4.2667954354432105,-1.4073769018616207,2.871921972308519,0.7107370202536238,0.693027308923502,-0.6388997734937717,1.1956963854346654,2.396139636962666,2.6417354306494265,-0.8867009616905498,-2.0116547171599457,0.35038363171355497,,,41.49999999999999,70.11764705882352,
73.12,0.2,14.36,1.32,1.1877360000000001,0.35,2.14,3.89,3.33,0.06,0.03,0.86,,122.0,,,,8.0,,,648.0,334.0,8.0,106.0,,11.0,3.0,28.114,50.688,5.451,15.093,2.475,0.815,2.473,,1.218,,0.578,,0.412,0.07,Richard J. Phillips et al 2013,,,100.847736,4.343834443561221,-1.4311549799673908,2.9228684384553767,0.7362668344018756,0.7219753971752048,-0.48610624625174087,1.4082748796205904,2.39291826948599,2.909761183605126,-0.8040207770895886,-2.3728629797287257,0.3652694610778443,,,68.23786407766991,123.02912621359225,
74.56,0.08,14.56,0.67,0.602866,0.16,1.27,4.3,4.0,0.03,0.05,0.35,,242.0,,,,13.0,,,374.0,238.0,7.0,48.0,,6.0,4.0,9.73,19.535,2.335,6.936,1.777,0.412,1.729,,1.391,,0.82,,1.205,0.234,Richard J. Phillips et al 2013,,,100.63286599999999,4.742084402119342,-1.97636196065805,3.300554338825305,0.4246184790247531,0.3685993779622855,-1.0071846838449654,1.077605319158336,2.683343741291057,3.380673167194784,-1.2115018670033164,-1.375966261976737,1.0168067226890756,,,8.074688796680498,16.21161825726141,
72.1,0.26,15.15,1.8448544120915757,1.66,0.81,1.8,3.0,3.71,,0.05,,,300.0,,,0.89,7.55,,,400.0,45.0,9.95,73.55,2.55,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,100.38485441209157,8.479296018442058,3.388919706402286,8.031556125624121,6.746226496157767,7.536629106262042,7.927519382232756,10.254688784591428,13.130497906339944,17.196680918791575,-9.522546038969857,16.493533556909554,6.666666666666667,0.11788079470198676,,,,
72.89,0.07,14.5,0.8335185596799288,0.75,0.45,1.31,4.0,4.45,,0.02,,,272.6,,,1.15,7.84,,,100.0,30.0,11.51,35.89,1.5,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,99.27351855967993,8.86376321355461,2.4224204207866955,8.299992920555445,6.25016574040415,6.974149079875118,7.501298962313985,10.046177891086565,13.552029546051164,17.618697231523914,-9.14847191411435,15.845618166862957,9.086666666666668,0.14668367346938774,,,,
73.51,0.04,14.4,0.46677039342076015,0.42,0.12,0.79,3.95,4.89,,0.03,,,440.0,,,0.8,8.61,,,188.0,40.0,6.05,30.45,1.55,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,98.61677039342078,9.138777531364095,2.1278701150863695,8.556947352811237,5.929799382546273,6.610887775022205,6.28045701375192,9.495548408047219,13.429030502690399,17.583305519673857,-9.314002351342255,16.132325294340777,11.0,0.09291521486643439,,,,
72.75,0.17,15.15,1.5559013114025337,1.4,0.59,1.7,3.55,3.7,,0.06,,,400.0,,,1.14,7.98,,,491.0,65.0,8.7,77.75,3.04,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,100.62590131140254,8.556796236437478,3.0187827739223168,8.07022056108018,6.608776104258102,7.3807750114442365,7.58924482884059,10.138982415525595,13.240896777130112,17.141711766942983,-9.5969785028457,16.62245436607505,6.153846153846154,0.14285714285714285,,,,
72.99,0.21,15.25,1.1113580795732385,1.0,0.7,1.69,3.55,4.55,,0.05,,,450.0,,,0.99,7.51,,,530.0,52.0,7.55,91.98,3.65,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,101.10135807957322,8.583060586575185,3.265722481839532,8.127418182425966,6.308864236089557,7.040706917839623,7.744655097718919,10.129128618851512,13.235424480052167,17.373432682179494,-9.522546038969855,16.493533556909558,8.653846153846153,0.1318242343541944,,,,
76.54,0.04,13.5,0.4445432318292954,0.4,0.15,0.8,4.85,1.91,,0.03,,,500.0,,,0.04,0.41,,,100.0,50.0,9.21,33.85,1.7,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,98.66454323182931,9.235001981691978,2.190915202139255,8.558616744483261,5.948369474183208,6.631944279720066,6.598492953930278,9.64119145953294,13.822833728552714,16.769164510657127,-9.314002351342255,16.132325294340777,10.0,0.0975609756097561,,,,
72.1,0.08,15.75,0.722382751722605,0.65,0.32,0.71,4.65,4.8,,0.03,,,485.1,,,4.0,13.42,,,141.4,51.0,12.3,33.65,1.45,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,99.8123827517226,8.887420480278587,2.5998138653342573,8.442519027789867,6.170025597645648,6.8832786994013135,7.182694660726325,9.371687317619983,13.579111572468145,17.567217897857198,-9.314002351342257,16.132325294340774,9.511764705882353,0.29806259314456035,,,,
73.85,0.07,14.55,0.011113580795732384,0.01,0.41,0.7,4.12,4.55,,0.02,,,340.0,,,2.55,13.65,,,166.8,53.85,13.2,39.44,1.55,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,98.29111358079571,9.685712169336322,3.3090971936131295,9.283879525196175,2.7671455639265354,3.024775423426516,7.503826081433792,9.464625734590767,13.573498498056999,17.637943032531247,-9.148471914114353,15.845618166862955,6.3138347260909935,0.1868131868131868,,,,
72.51,0.22,15.2,1.0891309179817736,0.98,0.6,1.55,3.7,3.91,,0.04,,,420.0,,,1.14,7.75,,,500.0,65.0,11.45,58.85,2.41,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,99.79913091798178,8.626455044425633,3.368969333734653,8.189063750654489,6.359841157378063,7.098509313410952,7.666719208852562,10.111050160233114,13.356233480576227,17.306568008068794,-9.431448065617795,16.33574723859723,6.461538461538462,0.14709677419354839,,,,
73.75,0.15,14.7,0.7890642364969993,0.71,0.3,0.65,3.74,4.75,,0.04,,,433.0,,,2.6,14.0,,,266.0,66.0,11.61,48.2,2.1,,,,,,,,,,,,,,,,,"Phukon, P. et al 2025",,,99.57906423649702,8.853135661540184,3.1978157058253487,8.368298358442232,6.253870809432181,6.978350233263045,7.127397326552865,9.280237331988282,13.32233556725927,17.475102825175945,-9.431448065617795,16.33574723859723,6.5606060606060606,0.18571428571428572,,,,
74.55,0.04,15.82,0.81,0.7288380000000001,0.02,0.77,4.6,4.78,0.1,0.01,0.49,,241.3,,,,3.4,,,,68.0,10.0,26.0,,3.0,11.7,3.61,7.33,0.76,2.71,101.99,0.34,0.61,0.13,0.89,0.19,0.42,0.05,0.3,0.04,Sachan H et al 2010,,,102.71883799999999,4.971204575677955,-2.4522116059816965,3.592610478409721,0.864382842041865,0.8672452951102886,-2.8824120298722153,0.588579829699408,2.719257633646242,3.5548688157867425,0.2912238722285631,-2.751932523953475,3.548529411764706,,,12.033333333333333,24.433333333333334,
76.02,0.11,14.89,1.41,1.268718,0.03,0.98,4.75,2.99,0.08,0.01,0.52,,155.9,,,,9.2,,,,60.0,17.4,46.0,,3.9,8.4,6.39,12.75,1.32,4.84,101.79,0.42,1.24,0.28,2.1,0.48,1.09,0.15,0.91,0.14,Sachan H et al 2010,,,103.05871799999998,4.806642456030409,-1.5919838736141239,3.4134447120018,1.3162649648962543,1.3796314603911388,-2.451531101722938,0.9184200443705154,2.8894761949355434,3.1958200681912037,0.08476841570372032,-2.7939512275296776,2.5983333333333336,,,7.021978021978021,14.010989010989011,
80.53,0.04,9.86,1.01,0.9087980000000001,0.07,0.22,5.12,2.74,0.1,0.03,0.45,,250.2,,,,2.0,,,,16.0,12.1,18.0,,2.3,,,,,,100.16,,,,,,,,,,Sachan H et al 2010,,,101.078798,4.998720444998384,-2.5029953042049446,3.038103840793867,0.9799511422726824,0.9982874301902275,-1.6163112596774447,-0.6580156845255506,2.7128671052082596,2.78038161630219,-0.12251718682820534,-1.9148806609929665,15.6375,,,,,
75.6,0.03,13.9,0.49,0.440902,0.16,0.36,4.39,3.96,0.12,0.01,0.77,,278.0,,,,8.0,,,68.0,30.0,10.0,8.0,,2.0,8.0,1.0,2.0,0.0,0.6,0.3,0.2,,,0.4,,,,,,"Searle, M. P 1986",,,100.230902,4.958813417252717,-2.7821778373310537,3.394677666507674,0.24720352810580193,0.1674297326781666,-0.9015346505722911,-0.17838064003445211,2.57771040178621,3.208777281113254,0.25556664589704636,-3.071534269947632,9.266666666666667,,,,,
67.9,0.39,15.5,3.37,3.0323260000000003,1.72,2.61,3.01,4.36,0.13,0.06,1.0,,249.0,,,,14.0,,,523.0,120.0,23.0,130.0,,29.0,8.0,25.0,65.0,0.0,27.0,4.7,1.0,,,3.4,,,,0.6,,"Searle, M. P 1986",,,103.08232600000001,3.7472362750662556,-1.3065892107572152,2.4371528869212926,1.1063294728953228,1.1415869875909432,0.7057549662349697,1.2918895559219565,1.741655415073247,2.6763209476465497,-0.5172632153394682,-1.9893817960839266,2.075,,,41.66666666666667,108.33333333333334,
72.6,0.12,14.9,1.24,1.115752,0.41,0.75,4.11,4.59,0.29,0.04,1.0,,380.0,,,,16.0,,,173.0,36.0,22.0,49.0,,13.0,18.0,3.2,80.6,0.76,4.7,1.9,0.5,,,2.5,,,,0.5,,"Searle, M. P 1986",,,101.16575200000001,4.2586012893635345,-2.052796302124017,2.8129870415941203,0.507948947103152,0.4630872473208783,-0.5466133702636772,0.014795221580691546,1.9200136930610698,2.606271771484438,0.3033803734244687,-2.2760889235617463,10.555555555555555,,,6.4,161.2,
69.5,0.43,15.0,3.55,3.19429,1.34,1.43,2.94,4.31,0.17,0.08,1.23,,290.0,,,,16.0,,,460.0,75.0,31.0,131.0,,22.0,2.0,20.0,50.0,0.0,21.0,3.1,1.2,,,3.9,,,,1.4,,"Searle, M. P 1986",,,103.17429000000001,3.7655766102836825,-1.208521800460235,2.4080869965372584,1.1638029812567545,1.2067558204904036,0.4551435103119181,0.6097422877671301,1.5525851199537517,2.4460844312922423,-0.5001854825273588,-1.9323409748008302,3.8666666666666667,,,14.285714285714286,35.714285714285715,
72.2,0.26,14.3,1.99,1.790602,0.66,1.1,3.1,5.24,0.17,0.03,0.85,,248.0,,,,11.0,,,513.0,90.0,34.0,112.0,,31.0,4.0,25.0,59.0,0.0,23.0,3.7,0.8,,,3.2,,,,0.9,,"Searle, M. P 1986",,,101.690602,4.13116596895122,-1.3756717664920037,2.7032377081242163,0.9305573037077218,0.942280081700903,0.01001540076540974,0.5714318161741369,1.858244181304606,3.005107621051848,0.05109763914005691,-2.3645926306991454,2.7555555555555555,,,27.77777777777778,65.55555555555556,
65.3,0.69,17.0,5.96,5.362808,2.08,0.52,1.57,4.51,0.12,0.11,2.08,,391.0,,,,16.0,,,520.0,68.0,38.0,173.0,,17.0,4.0,28.0,68.0,0.0,26.0,3.8,0.9,,,3.1,,,,0.8,,"Searle, M. P 1986",,,105.302808,3.6209511022068734,-0.8055854997590618,2.486996271770079,1.668822972636164,1.7793946651929349,1.0316616454243195,-0.29793086515633405,0.870540591515454,2.3423279446430665,-1.1290596586786736,-2.078641363027331,5.75,,,35.0,85.0,
70.2,0.01,15.5,2.82,2.537436,0.2,0.86,4.59,4.45,0.14,0.78,0.23,,232.0,,,,2.0,,,204.0,55.0,17.0,33.0,,3.0,0.0,1.9,4.4,0.0,1.9,0.7,0.2,,,2.0,,,,0.6,,"Searle, M. P 1986",,,102.31743600000001,4.272648804110376,-4.60834270303959,2.648660108941039,1.1538176983261352,1.1954335738882453,-1.363785241640926,-0.015819758015431267,1.8529996111986984,2.356444290950775,-0.9038977974541408,0.8635291325527991,4.218181818181818,,,3.1666666666666665,7.333333333333334,
73.6,0.09,15.0,1.75,1.57465,0.48,0.78,1.82,5.19,0.13,0.08,1.0,,214.0,,,,14.0,,,164.0,58.0,17.0,15.0,,16.0,6.0,1.6,4.5,0.0,1.9,0.7,0.4,,,2.2,,,,0.6,,"Searle, M. P 1986",,,101.49465,4.288764412376909,-2.3358255734314004,2.810380751970558,0.8633423883044069,0.8660655314645834,-0.2831426995783366,0.1968282049558714,1.1883721410728731,2.744189293647547,-0.6347089296150082,-1.7859598518274729,3.689655172413793,,,2.666666666666667,7.5,
67.8,0.62,18.4,5.14,4.624972,1.5,0.38,1.49,3.05,0.05,0.24,1.0,,132.0,,,,18.0,,,823.0,66.0,48.0,196.0,,20.0,0.0,37.0,89.0,0.0,39.0,6.3,1.7,,,6.3,,,,3.0,,"Searle, M. P 1986",,,104.294972,3.8515025811248997,-0.7046262287476526,2.7947875203906674,1.7720100833974801,1.8963978510136694,0.9735469890159566,-0.3521836349916781,1.0963019836020953,2.2425073696180196,-1.8633873462485686,-1.0091236526153797,2.0,,,12.333333333333334,29.666666666666668,
71.81,0.14,15.76,0.79,0.7108420000000001,0.14,0.77,4.21,5.3,0.34,0.01,1.03,,374.0,,,,18.0,,,246.0,56.0,44.0,57.0,,9.0,22.9,3.816,9.425,1.143,4.197,1.257,0.245,1.531,0.315,1.92,0.371,0.974,0.16,1.096,0.177,"Sen, A., et al 2022",,,101.01084200000001,4.489171651157892,-1.62706932258823,3.18030605670594,0.38092497852977547,0.3190556052967478,-1.3865792839766145,0.22683523604600803,2.177162079442747,3.076567228923189,0.9871411252595399,-3.277248296539042,6.678571428571429,,,3.481751824817518,8.599452554744525,
72.36,0.1,15.25,0.53,0.47689400000000004,0.1,0.7,4.46,5.25,0.27,0.01,0.87,,372.0,,,,15.0,,,264.0,60.0,43.0,58.0,,11.0,22.7,4.346,10.128,1.179,4.207,1.192,0.219,1.214,0.233,1.437,0.299,0.853,0.152,1.107,0.195,"Sen, A., et al 2022",,,100.37689400000001,4.6662546158407014,-1.7939820388406715,3.3157749975330013,0.14390608505136165,0.05030144179635098,-1.6292037244985904,0.20393792362032762,2.3201737749564217,3.183639231286637,0.8678401775786664,-3.157873914856713,6.2,,,3.925925925925926,9.149051490514905,
71.56,0.11,15.36,0.57,0.512886,0.12,0.73,4.41,5.28,0.29,0.01,0.82,,375.0,,,,16.0,,,256.0,58.0,44.0,55.0,,12.0,23.2,4.254,10.078,1.157,4.209,1.224,0.221,1.378,0.269,1.561,0.334,0.879,0.156,1.102,0.186,"Sen, A., et al 2022",,,99.772886,4.61391927163689,-1.739690346624351,3.2829069708441274,0.17670826033288042,0.0874956124778573,-1.4679148914508098,0.24102366266440847,2.3060721419484143,3.185031791692781,0.9503499329063134,-3.116021062525832,6.4655172413793105,,,3.860254083484573,9.145190562613429,
72.45,0.13,15.53,0.65,0.58487,0.13,0.72,4.27,5.27,0.31,0.01,0.83,,373.0,,,,17.0,,,248.0,59.0,42.0,59.0,,11.0,23.3,3.976,9.769,1.153,4.196,1.215,0.232,1.433,0.304,1.574,0.323,0.927,0.158,1.098,0.187,"Sen, A., et al 2022",,,100.88486999999999,4.577739492983237,-1.6170792138023005,3.25397051302878,0.2719845930297515,0.1955288191119309,-1.3985719796697451,0.22027908189944595,2.260017985542736,3.160638759988266,0.9998546874464237,-3.1245921587554593,6.322033898305085,,,3.6211293260473587,8.897085610200364,
